texto_conversacion,intencion_consenso,intencion_heuristica_baseline,fuente,fecha,estado_crm,etiqueta_crm
CIUDAD: Manta | MENSAJE: Saludos a todos,INF,INF,WhatsApp,9/9/2025,,
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: se envió información y presentación,Se envió WhatsApp masivo",INF,INF,CRM1,22/02/2023,Contactado,Envio masivo whasapp
CIUDAD: Loja | MENSAJE: Saludos si quieres  hacerlo mas tenue lo diluyes un poco en agua,INF,INF,WhatsApp,5/12/2024,,
"ETIQUETA: Email inválido | ESTADO: Nuevo | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Señorita quisiera moldes para piso de cemento de patio mas o menos unos 300 metros cuadrados Asesor: Cual es tu nombre? Cliente: Javier",INF,INF,CRM2,18/10/2024,Nuevo,Email inválido
"ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días necesito asesoramiento del producto Asesor: Cual es tu nombre? Cliente: Mí nombre es Asesor: Yo me encargo de ponerte en co",INF,INF,CRM2,05/09/2023,numero no valido,Email - Numero inválido
ETIQUETA: Venta ganada | ESTADO: Contactado,VEN,INF,CRM1,13/04/2023,Contactado,Venta ganada
"ETIQUETA: Cotización Obra, Informacion General | ESTADO: Contactado | NOTAS: INFO GENERAL ENCOFRADO",COT,INF,CRM2,26/10/2023,Contactado,"Cotización Obra, Informacion General"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos dias Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Necesito mas información sobre tu producto Asesor: Cual es | NOTAS: INFO GENERAL",INF,INF,CRM2,29/04/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Nuevo | NOTAS: Se envia mensaje al cliente y se adjunta catalogo general de productos.,INF,INF,CRM2,07/10/2024,Nuevo,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: MOLDE DE HIERRO,INF,INF,CRM2,27/05/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: solicitó información sobre los cursos, está interesado",CUR,CUR,CRM2,03/08/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Un piso que se le hizo hace 5 años atrás,INF,INF,WhatsApp,20/3/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: C/E ENTRADA IGLESIA 50 M2,INF,INF,CRM1,30/06/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Nuevo,INF,INF,CRM1,28/03/2023,Nuevo,Informacion General
ETIQUETA: Construex | ESTADO: Construex | CONSULTA: INTERESADO EN MICROCEMENTO,INF,INF,CRM2,22/08/2024,Construex,Construex
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: 40 M2 MICRO",COT,COT,CRM2,26/07/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Quito | MENSAJE: Muy bien 👍🙌👏🏼👏🏼,INF,INF,WhatsApp,14/4/2025,,
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envio presentacion y catalogos jeve,,INF,CRM1,28/03/2023,Nuevo,Email - Numero inválido
CIUDAD: Quito | MENSAJE: Muy buenas tardes estimados clientes sean bienvenidos a este grupo de información...,INF,INF,WhatsApp,21/5/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: BASE CLIENTE/CONSTRUCTORA,se envio informacion general y catalogos,se envió información vía correo",INF,INF,CRM2,13/05/2024,Contactado,Informacion General
"CIUDAD: Quito | MENSAJE: Deseo que le haga la Arquitecta de Roctec, en Microcemento una pequeña muestra, para ver cómo queda el efecto para poder ofrecer en la constructora en la que trabajo.",INF,INF,WhatsApp,29/11/2025,,
CIUDAD: Cuenca | MENSAJE: ‎VID-20251122-WA0004.mp4 (archivo adjunto),,INF,WhatsApp,22/11/2025,,
ETIQUETA: Venta ganada | ESTADO: Venta ganada | NOTAS: Requiere sello Acrílico al 27% y desmoldante gris lago agrio,VEN,INF,CRM2,02/02/2024,Venta ganada,Venta ganada
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envio a Jorge Medina obra en Guayaquil,INF,INF,CRM1,19/06/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches, Mi nombre es Karina Samaniego, confirmarme si uds. realizan trabajos en Gye, específicamente requiero contratar 80 m² ap",INF,INF,CRM1,27/06/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE CONSTRUEX, INF ADITIVO LIGANTE",TEC,SEG,CRM2,24/06/2024,En seguimiento,Informacion General
CIUDAD: Quito | MENSAJE: Muy buenas tardes con  una maquina  pulirdora para pisos de hormigon,INF,INF,WhatsApp,8/4/2026,,
CIUDAD: Loja | MENSAJE: ‎IMG-20241126-WA0000.jpg (archivo adjunto),,INF,WhatsApp,25/11/2024,,
CIUDAD: Manta | MENSAJE: Así q están en buenas manos 😉😎👍🏻,INF,INF,WhatsApp,25/4/2024,,
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: necesito aplicar sobre un piso de poliuretano cemento, u | NOTAS: INFO DE SELLO / 160 m2 de sello UV",COT,COT,CRM2,28/05/2024,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Quito | MENSAJE: Buenas tardes a todos,INF,INF,WhatsApp,17/2/2025,,
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: INFO MOLDES/COTIZACION 600M2 CE",COT,COT,CRM2,29/05/2024,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION,,INF,CRM1,20/03/2023,Nuevo,Email - Numero inválido
"CIUDAD: Guayaquil | MENSAJE: Amigos buenos dias ,, Tenemos un proyecto de 100 m2 de MIcrocemento en Ayangue , por favor alguien que quiera que le remita el cliente , me avisan",INF,INF,WhatsApp,2/4/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE EMVIO CATALOGOS Y PRESENTACION,INF,INF,CRM1,14/03/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: ‎IMG-20260422-WA0000.jpg (archivo adjunto),,INF,WhatsApp,21/4/2026,,
"ETIQUETA: Indo sobre concreto estampado | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes ,por favor requiero poner quarzo en un piso de hormigon de 220 m2 que cantidad requiero y el costo por favor. Asesor: Cua | NOTAS: Se contactó por whatsapp",COT,COT,CRM2,10/09/2024,Contactado,Indo sobre concreto estampado
"ETIQUETA: Informacion General, Oriente, Construex | ESTADO: Contactado | NOTAS: CLIENTE COSNTRUEX, INTERESADO EN ADITIVOS",TEC,INF,CRM2,30/07/2024,Contactado,"Informacion General, Oriente, Construex"
CIUDAD: Guayaquil | MENSAJE: Una excelente tarde,INF,INF,WhatsApp,27/8/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buenas noches, talvez tiene concreto de color? | NOTAS: El cliente deseaba información sobre pigmentos para hormigón, se le dio la información que va a transmitir a su cliente",INF,INF,CRM2,07/02/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: https://vm.tiktok.com/ZMSmrAkdt/,,INF,WhatsApp,20/6/2025,,
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: requiero informacion del microcemento Asesor: Cual es tu nombre?  | NOTAS: se le envió información general",COT,COT,CRM2,09/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Quito | MENSAJE: ‎IMG-20250531-WA0009.jpg (archivo adjunto),,INF,WhatsApp,31/5/2025,,
"ETIQUETA: Cliente Derivado provincias, Informacion General | ESTADO: Contactado | NOTAS: 300 m2 portoviejo /vallejo/ no contesta cliente a la observacion si se contacto con aplicador",INF,INF,CRM1,12/06/2023,Contactado,"Cliente Derivado provincias, Informacion General"
"ETIQUETA: Guayas, Construex | ESTADO: Construex | CONSULTA: INTERESADA EN MICROCEMENTO",INF,INF,CRM2,22/08/2024,Construex,"Guayas, Construex"
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: BUENOS DIAS Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Me podria por favor ayudar con una cotizacion Asesor: Cual | NOTAS: se le envio cotizacion por 550m2 de microcemento",COT,COT,CRM1,29/06/2023,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió WhatsApp de información y mail pigmentos,INF,INF,CRM1,13/02/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: queria saber donde comprar vuestro producto de acidos para concre | NOTAS: se envio informacion general y catalogo por correo",INF,VEN,CRM2,21/06/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Esta semana proxima les  tenemos buenas noticias asi que esten atentos !!,INF,INF,WhatsApp,20/6/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION BASE DE DATOS,INF,INF,CRM1,23/03/2023,Contactado,Informacion General
ETIQUETA: Venta ganada | ESTADO: Cliente Frecuente,VEN,INF,CRM1,16/05/2023,Cliente Frecuente,Venta ganada
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envió información general,tiene un galpón de 800m2 con maquinaria muy pesada, no se recomienda colocar el material",INF,INF,CRM2,10/08/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: Hola buenas noches mi estimado todo bien 👍,INF,INF,WhatsApp,28/8/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE DE CONSTRUEX - DESEABA CEMENTRO PULIDO EN IMBABURA,INF,INF,CRM2,12/03/2024,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: Buen día grupo disculpen que escriba x aqui pero es por el motivo que deseo comprar un galón de ácido oxidante pero por medio del WhatsApp de la empresa que dan respuesta será que alguien tiene algún otro contacto para poder comprar,VEN,VEN,WhatsApp,19/11/2025,,
CIUDAD: Manta | MENSAJE: Buenos días estimados clientes adjunto la lista de precios actualizados aqui pueden ver los precios con beneficios para nuestros aplicadores,COT,COT,WhatsApp,27/5/2025,,
"ETIQUETA: Email inválido | ESTADO: Nuevo | CONSULTA: Buenos dias, me gustaria cotizar oxido de hierro amarillo por favor",COT,INF,CRM2,05/12/2024,Nuevo,Email inválido
CIUDAD: Cuenca | MENSAJE: Vengan con ropa cómoda dispuestos a ensuciarse un poquito 😉,INF,INF,WhatsApp,21/11/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días, el kit de microcemento también sirve para decorar exteriores? Asesor: Cual es tu nombre? Cliente: Carlos Asesor: Excelente | NOTAS: Se adjunto catalogo general y catalogo microcemento.",TEC,INF,CRM2,11/07/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Buenas tardes gracias por toda la información 👍,INF,INF,WhatsApp,30/3/2026,,
CIUDAD: Loja | MENSAJE: Hola buenos dias,INF,INF,WhatsApp,26/11/2024,,
CIUDAD: Cuenca | MENSAJE: Podria ser molde Mt49 que lo puedes ver en el catalogo..se puede usar cuarzo gris y desmoldante  gris obscuro,TEC,INF,WhatsApp,24/11/2025,,
CIUDAD: Manta | MENSAJE: ¡Saludos a todos 🙋🏻‍♀️!,INF,INF,WhatsApp,30/6/2025,,
CIUDAD: Quito | MENSAJE: ‎VID-20250513-WA0020.mp4 (archivo adjunto),,INF,WhatsApp,13/5/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA. INF. MICRO Y C/E,INF,INF,CRM2,20/06/2024,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: JEVA,Se envió WhatsApp masivo se envió catálogos y presentación pregunto por la venta de moldes",INF,INF,CRM1,21/03/2023,Contactado,Envio masivo whasapp
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA. INF. MICRO,INF,INF,CRM2,28/06/2024,Contactado,Informacion General
CIUDAD: Cuenca | MENSAJE: Para este proyecto,INF,INF,WhatsApp,24/11/2025,,
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE CONSTRUEX,se envio informacion general y catalogo",INF,SEG,CRM2,27/05/2024,En seguimiento,Informacion General
CIUDAD: Quito | MENSAJE: Por favor tengo un cliente que necesita saber los precios más detallados en cuanto a concreto estampado,COT,COT,WhatsApp,29/3/2026,,
ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | NOTAS: se envió información curso LOJA Base de datos LOJA,CUR,CUR,CRM2,09/11/2023,numero no valido,Email - Numero inválido
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes cuentan con pigmento azul Asesor: Cual es tu nombre? Cliente: Kleber Maldonado Asesor: Yo me encargo de ponerte en contac | NOTAS: SE CONTACTÓ POR WHATSAPP",INF,INF,CRM2,16/08/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes necesito saber el precio Asesor: Cual es tu nombre? Cliente: jaime Hinojosa Asesor: Excelente Jaime. Yo me encargo de pon | NOTAS: Se adjunta catálogos SJ.",COT,COT,CRM1,08/05/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Recuerden que pueden hacerlo con laminas de acetato,INF,INF,WhatsApp,21/4/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: necesito el costo del m2 del concreto estampado Asesor:  | NOTAS: se envió información sobre concreto estampado",COT,COT,CRM2,01/12/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Chévere aún mantiene color y forma …,INF,INF,WhatsApp,20/3/2025,,
CIUDAD: Quito | MENSAJE: No se ve el video ? Disculpen pueden reenviar,INF,INF,WhatsApp,18/8/2025,,
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envió catalogo y mail,,INF,CRM1,09/03/2023,Nuevo,Email - Numero inválido
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información general y catalogos,INF,INF,CRM2,05/10/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Muy buenas tardes a los nuevos aplicadores de Rocktec se les da la bienvenida a nuestro grupo....,INF,INF,WhatsApp,26/8/2025,,
"CIUDAD: Cuenca | MENSAJE: Buenas tardes por favor me podrían ayudar, cual es el  precios por m2 de microcemeto y microconcreto 🙏🏻",COT,COT,WhatsApp,20/1/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE LE ENVIO LAS FOTOS DEL CONCRETO ESTAMPADO QUE SOLICITO VISITO LA OFICINA,INF,INF,CRM1,13/04/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió catálogos y presentación jeva,INF,INF,CRM1,03/04/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envio informacion general y catalogo",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
CIUDAD: Quito | MENSAJE: Obra realizada por Aplicador Maestro Patricio Suntasig <Se editó este mensaje.>,INF,INF,WhatsApp,19/6/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envia catalogos y presentacion jeva,INF,INF,CRM1,28/03/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20260302-WA0034.jpg (archivo adjunto),,INF,WhatsApp,2/3/2026,,
CIUDAD: Guayaquil | MENSAJE: Adjunto información,INF,INF,WhatsApp,22/5/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envia catalogos y presentacion,INF,INF,CRM1,08/05/2023,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp, Informacion General, Desuscripto | ESTADO: En seguimiento | NOTAS: BASE DE DATOS CONSTRUEX - INTERESADO EN PRODUCTO/APLIACION",INF,SEG,CRM2,06/03/2024,En seguimiento,"Envio masivo whasapp, Informacion General, Desuscr"
"CIUDAD: Quito | MENSAJE: Hola Martha, me podrias indicar un referente de precio m2 de instalacion de microcemento, para piso y pared. Gracias y buen dia.",COT,COT,WhatsApp,18/2/2025,,
CIUDAD: Loja | MENSAJE: Resiste bien a la fricción de las llantas del vehículo siempre y cuando se selle con poliuretanos.,TEC,INF,WhatsApp,20/10/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: numero repetido,base de datos",INF,INF,CRM2,05/09/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Nuevo | NOTAS: SE LE ENVIO COTIZACION,COT,COT,CRM1,28/03/2023,Nuevo,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE. INF. MOLDES Y CURSO,se envio información del curso y catálogos",CUR,CUR,CRM2,19/06/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250226-WA0035.jpg (archivo adjunto),,INF,WhatsApp,26/2/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO GENERAL MOLDES,INF,INF,CRM2,29/11/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Estamos a las órdenes 👌🏻😌,INF,INF,WhatsApp,30/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buen día, ayúdeme con sus catálogos y precios del microcemento, puede ser el normal o cualquier variante Asesor: Cual es tu nombre? Cli | NOTAS: se envió información sobre microcemento",COT,COT,CRM2,12/04/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Mui buenos días me puede ayudar con el precio del estampado con material o me pueden alquilar los moldes por favor Asesor: Cual es tu n",COT,COT,CRM1,13/04/2023,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Qué tipo de canastas ?,INF,INF,WhatsApp,5/3/2025,,
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: 7 m2 c/e",COT,COT,CRM1,09/06/2023,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO CTALOGOS Y PRESENTACION,INF,INF,CRM1,05/05/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buen día, necesito saber si pueden ayudarme para cotizar microcemento Asesor: Cual es tu nombre? Cliente: es para interior, dos departa | NOTAS: se envió información general y catálogos",COT,INF,CRM2,10/12/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envió información general y catálogos,base de datos",INF,INF,CRM2,05/09/2023,Contactado,Informacion General
"CIUDAD: Manta | MENSAJE: ubicación: https://maps.google.com/?q=-1.0448622,-80.4787361",INF,INF,WhatsApp,4/3/2025,,
CIUDAD: Quito | MENSAJE: ‎IMG-20260331-WA0000.jpg (archivo adjunto),,INF,WhatsApp,30/3/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE CONSTRUEX,INF,INF,CRM2,09/05/2024,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: nadie contesta a los telefonos buenos dias Asesor: Cual es tu nombre? Cliente: rosa Asesor: Excelente Rosa. Yo me encargo de ponerte en | NOTAS: se envió información general y catalogo",COT,COT,CRM2,15/07/2024,Contactado,"Cotizacion Materiales, Informacion General"
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se le envió la información, no está registrado",INF,INF,CRM2,24/07/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Si tenemos ese molde para alquiler,INF,INF,WhatsApp,22/4/2026,,
CIUDAD: Manta | MENSAJE: o tal vez si tiene un correo Gmail para reenviarle ☺️👍🏻,INF,INF,WhatsApp,25/4/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO PRESENTACION Y CATALOGOS,INF,INF,CRM1,14/03/2023,Contactado,Informacion General
ETIQUETA: Desuscripto | ESTADO: numero no valido | NOTAS: base de datos,,INF,CRM2,05/09/2023,numero no valido,Desuscripto
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA . INF, MICRO,se envió información y catalogo general",INF,INF,CRM2,20/06/2024,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Para instalaciones de ese tipo mejor hacerlo con pisos industriales que soportan choques térmicos y caída constante de agua y sangre,INF,TEC,WhatsApp,7/11/2024,,
"ETIQUETA: Pichincha, Construex | ESTADO: Construex | CONSULTA: INTERESADO EN MICROCEMENTO PARA BAÑOS",INF,INF,CRM2,22/08/2024,Construex,"Pichincha, Construex"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes Marina Asesor: Cual es tu nombre? Cliente: Luis Asesor: Excelente Luis. Yo me encargo de ponerte en contacto con un aseso",INF,INF,CRM2,23/09/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días, precio por m2 ? Asesor: Cual es tu nombre? Asesor: Cliente: Erick Asesor: Yo me encargo de ponerte en contacto con un ases | NOTAS: se le envió precios de micro y concreto estampado",COT,COT,CRM1,17/07/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Buenas noches disculpe la hora,INF,INF,WhatsApp,21/4/2026,,
CIUDAD: Quito | MENSAJE: Alguien me puede ayudar donde consigo estas placas,INF,INF,WhatsApp,2/3/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Me pueden ayudar si tienen topes de llantas de concreto. Gracias | NOTAS: se envió información general y catálogos,INF,INF,CRM2,10/11/2023,Contactado,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo,,INF,CRM1,13/02/2023,Nuevo,Email - Numero inválido
ETIQUETA: Construex | ESTADO: Construex,INF,INF,CRM2,27/08/2024,Construex,Construex
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola buenos días, me ayuda como salen los moldes Asesor: Cual es tu nombre? Cliente: JACKSON Asesor: Excelente Jackson. Yo me encargo d | NOTAS: información sobre moldes",INF,INF,CRM2,25/09/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenas tardes para preguntarle cuanto cuesta el microcemento Asesor: Cual es tu nombre? Cliente: Juan Sangurima Asesor: Excelente Juan. | NOTAS: Se adjunta catálogo",COT,INF,CRM1,17/04/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se le envió información general y del curso,base de datos",CUR,CUR,CRM2,05/09/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: solicita informacion pero su hermano tambien mariana direccionada Santiago Gutierrez,INF,INF,CRM1,05/06/2023,Contactado,Informacion General
ETIQUETA: Email inválido | ESTADO: Nuevo | NOTAS: se envió mails y catálogos,,INF,CRM1,09/03/2023,Nuevo,Email inválido
CIUDAD: Quito | MENSAJE: Buenos días aquí tenemos este video para darnos cuenta el movimiento de la llana que el maestro hace.,INF,INF,WhatsApp,29/3/2026,,
ETIQUETA: Cotización Obra | ESTADO: Contactado | NOTAS: MICRO 110 M2 PISO,COT,INF,CRM2,07/02/2024,Contactado,Cotización Obra
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: enviar cotización para pared de microcemento",COT,COT,CRM1,14/06/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Quito | MENSAJE: Las flores son hechas con algún objeto manual,INF,INF,WhatsApp,29/11/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le envío el numero de Oscar Cazares Ibarra,INF,INF,CRM1,11/07/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA, INTERESADO EN MATERIALES",INF,INF,CRM2,20/06/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO PRESENTACIO Y CATALOGOS JEVA,INF,INF,CRM1,11/04/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Depende el estructurado de gymsup,INF,INF,WhatsApp,18/6/2025,,
CIUDAD: Cuenca | MENSAJE: ‎VID-20251123-WA0005.mp4 (archivo adjunto),,INF,WhatsApp,23/11/2025,,
CIUDAD: Cuenca | MENSAJE: ‎CATALOGO DE MOLDES ACTUALES .pdf (archivo adjunto),,INF,WhatsApp,24/11/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buen día, por favor requiero de microcemento para 12 metros cuadrados Asesor: Cual es tu nombre? Cliente: Sebastián Asesor: Excelente S | NOTAS: se le envió información general y catálogos",INF,INF,CRM2,26/08/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: ok el dia de manana les enviamos mas material para no saturar el chat,INF,INF,WhatsApp,5/3/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Estoy interesado en comprar o alquilar moldes de estampado de con | NOTAS: INFO MOLDES",INF,VEN,CRM2,19/04/2024,Contactado,Informacion General
"ETIQUETA: No concretada, Informacion General | ESTADO: Contactado | NOTAS: MICRO 5M2 - ALTO EL PRECIO",COT,COT,CRM1,09/06/2023,Contactado,"No concretada, Informacion General"
